date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,year_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,city,year,month,day
2014-08-08,219950.0,2,1.0,1010,4120.0,2.0,0,0,3,6,0,1907,1953,98055,47.488,-122.2,1200,4120,Renton,2014,8,8
2015-04-13,950000.0,3,1.0,1720,9830.0,1.0,0,0,4,7,0,1946,0,98040,47.5905,-122.245,3200,8923,Mercer Island,2015,4,13
2014-09-22,925000.0,3,1.0,1630,3200.0,1.5,0,0,4,8,0,1912,0,98109,47.6351,-122.352,1710,3600,Seattle,2014,9,22
2014-05-19,251200.0,4,1.5,1310,8250.0,1.0,0,0,3,7,250,1953,0,98148,47.425,-122.332,1260,8255,Des Moines,2014,5,19
2014-09-18,215000.0,3,1.5,1610,5304.0,1.0,0,0,4,6,0,1968,0,98042,47.3632,-122.087,1060,5304,Covington,2014,9,18
2014-08-05,245000.0,3,2.0,1850,8208.0,1.0,0,0,4,7,670,1970,0,98023,47.3109,-122.362,1790,8174,Federal Way,2014,8,5
2015-02-06,259000.0,3,1.75,1270,4815.0,1.5,0,0,3,6,290,1922,0,98108,47.5495,-122.31,1270,6431,Seattle,2015,2,6
2014-11-13,349950.0,4,1.5,1420,6720.0,1.5,0,0,3,7,0,1925,0,98108,47.5518,-122.311,1560,5600,Seattle,2014,11,13
2014-11-18,1565000.0,5,4.5,5220,67319.0,2.0,0,0,3,11,0,2001,0,98072,47.7666,-122.128,4190,40609,Woodinville,2014,11,18
2015-05-08,600000.0,2,1.0,1410,4500.0,1.0,0,0,3,7,390,1939,0,98117,47.6883,-122.384,1300,4500,Seattle,2015,5,8
2014-10-02,405000.0,2,1.5,1170,1274.0,3.0,0,0,3,8,0,2001,0,98107,47.6719,-122.381,1290,1308,Seattle,2014,10,2
2014-12-02,625000.0,3,2.5,1860,10027.0,2.0,0,0,3,8,0,1993,0,98033,47.6775,-122.165,1530,9204,Kirkland,2014,12,2
2014-07-17,430000.0,4,1.0,1620,37075.0,1.5,0,0,3,7,0,1943,0,98024,47.5654,-121.929,2190,87117,Fall City,2014,7,17
2015-04-29,533000.0,3,3.0,1280,1085.0,3.0,0,0,3,8,0,2004,0,98103,47.6569,-122.346,1300,1310,Seattle,2015,4,29
2014-07-28,1050000.0,4,2.5,2750,9949.0,2.0,0,0,3,10,0,1999,0,98007,47.6595,-122.147,2750,9860,Bellevue,2014,7,28
2014-10-24,230000.0,3,1.75,1420,3000.0,1.0,0,0,3,5,710,1931,2014,98178,47.4928,-122.274,1960,5000,Seattle,2014,10,24
2014-09-05,275000.0,4,1.75,2000,8700.0,1.0,0,0,5,7,990,1975,0,98042,47.374,-122.141,1490,7350,Covington,2014,9,5
2014-06-10,403000.0,2,1.0,1100,3598.0,1.0,0,0,4,7,0,1926,0,98144,47.5738,-122.313,1240,3598,Seattle,2014,6,10
2014-09-10,550388.0,3,3.0,1720,70567.0,1.0,0,2,5,7,0,1966,0,98027,47.4936,-122.069,2740,70567,Issaquah,2014,9,10
2014-09-22,415500.0,3,1.5,1240,12400.0,1.0,0,0,3,7,0,1958,0,98007,47.607,-122.132,1640,9600,Bellevue,2014,9,22
2015-04-20,913000.0,3,1.75,2170,4000.0,1.0,0,0,4,7,1060,1925,0,98103,47.6546,-122.337,1890,4000,Seattle,2015,4,20
2015-03-13,334998.0,2,1.0,1800,5182.0,1.0,0,0,3,6,900,1942,0,98108,47.5508,-122.3,1570,5876,Seattle,2015,3,13
2014-05-09,201500.0,3,1.0,1160,8320.0,1.0,0,0,4,7,0,1959,0,98032,47.3831,-122.288,1480,7800,Auburn,2014,5,9
2015-03-27,820000.0,3,2.5,3030,46538.0,2.0,0,0,3,10,0,1997,0,98053,47.664,-122.041,3370,51450,Union Hill-Novelty Hill,2015,3,27
2014-06-11,371000.0,3,1.0,890,7200.0,1.0,0,0,3,7,0,1951,0,98125,47.71,-122.286,1630,7455,Seattle,2014,6,11
2014-10-22,229950.0,4,2.5,2150,7670.0,1.0,0,0,5,7,910,1976,0,98031,47.3942,-122.189,1610,7350,Kent,2014,10,22
2015-04-22,344900.0,4,2.5,2150,7670.0,1.0,0,0,5,7,910,1976,0,98031,47.3942,-122.189,1610,7350,Kent,2015,4,22
2014-08-20,840000.0,3,2.5,2060,9715.0,2.0,0,0,3,8,0,1924,2006,98115,47.6961,-122.316,1240,7072,Seattle,2014,8,20
2014-09-16,285000.0,3,1.5,1380,12196.0,1.0,0,0,4,7,0,1967,0,98003,47.3204,-122.322,1600,10720,Federal Way,2014,9,16
2015-03-26,475000.0,4,2.25,1800,7200.0,1.0,0,0,3,7,570,1979,0,98177,47.7717,-122.376,2260,7498,Seattle,2015,3,26
2015-03-03,420000.0,2,1.0,1460,7832.0,1.0,0,0,3,6,0,1924,0,98166,47.4617,-122.346,1460,7632,Normandy Park,2015,3,3
2014-10-30,685000.0,3,2.0,2210,5000.0,1.5,0,2,3,7,500,1909,0,98103,47.6754,-122.357,1920,5000,Seattle,2014,10,30
2014-07-21,879000.0,4,3.0,3590,89640.0,2.0,0,0,3,10,0,2005,0,98077,47.7557,-122.036,2790,54014,Woodinville,2014,7,21
2015-01-20,197200.0,3,1.0,1140,8775.0,1.0,0,0,3,6,150,1942,0,98146,47.4824,-122.336,1300,8775,Seattle,2015,1,20
2014-07-03,529950.0,3,1.0,1240,5000.0,1.5,0,0,5,7,0,1909,0,98107,47.6755,-122.367,1240,4900,Seattle,2014,7,3
2014-05-05,1090000.0,4,2.5,4340,141570.0,2.5,0,0,3,11,0,1992,0,98053,47.6805,-122.048,2720,97138,Union Hill-Novelty Hill,2014,5,5
2014-05-20,792000.0,3,1.5,1570,1050.0,2.0,0,0,3,8,0,1915,0,98109,47.6358,-122.356,2070,3600,Seattle,2014,5,20
2014-08-20,262000.0,3,2.5,1680,10300.0,2.0,0,0,4,7,0,1994,0,98010,47.31399999999999,-122.001,1680,9849,Black Diamond,2014,8,20
2014-10-07,353900.0,3,1.75,1560,5760.0,1.0,0,0,5,6,780,1927,0,98106,47.5272,-122.359,1320,7680,Seattle,2014,10,7
2014-08-18,380000.0,1,1.5,1200,44866.0,1.5,0,0,3,7,0,1983,0,98019,47.7205,-121.93,1480,67082,Duvall,2014,8,18
2015-03-27,305000.0,3,2.5,1690,5175.0,2.0,0,0,3,7,0,2002,0,98038,47.3564,-122.016,1830,5175,Maple Valley,2015,3,27
2015-04-20,440000.0,4,2.0,2310,5004.0,1.0,0,0,3,7,880,1994,0,98108,47.5471,-122.298,1630,5060,Seattle,2015,4,20
2014-06-17,1008000.0,4,3.5,2650,3060.0,2.0,0,0,3,9,590,2001,0,98103,47.6735,-122.332,1470,3060,Seattle,2014,6,17
2014-09-19,549900.0,5,3.0,3610,7555.0,2.0,0,0,3,8,0,2003,0,98038,47.3534,-122.012,3610,7979,Maple Valley,2014,9,19
2015-01-27,678500.0,4,3.0,2620,214750.0,2.0,0,0,3,8,0,1992,0,98058,47.4239,-122.068,2060,212137,Renton,2015,1,27
2014-08-26,270000.0,3,2.25,1760,8287.0,1.0,0,0,3,7,600,1986,0,98188,47.4501,-122.274,1290,9587,Seatac,2014,8,26
2015-03-30,430000.0,3,1.0,940,12521.0,1.5,0,0,4,7,0,1949,0,98133,47.7169,-122.331,1920,9046,Seattle,2015,3,30
2014-06-30,1925000.0,5,4.25,4830,8050.0,2.5,0,2,4,11,1120,1914,0,98144,47.5789,-122.286,4470,9194,Seattle,2014,6,30
2014-08-13,790500.0,4,2.75,3350,5416.0,2.0,0,0,3,9,0,2014,0,98053,47.6849,-122.016,3625,5637,Union Hill-Novelty Hill,2014,8,13
2014-10-17,447450.0,3,2.25,1570,7200.0,2.0,0,0,3,8,0,1991,0,98034,47.7332,-122.232,1620,7318,Kirkland,2014,10,17
2015-02-09,375000.0,3,2.0,2240,5200.0,1.0,0,0,3,7,610,1954,0,98112,47.6191,-122.296,1470,3775,Seattle,2015,2,9
2015-02-06,565000.0,4,2.0,1950,9940.0,1.0,0,0,4,7,0,1963,0,98008,47.6332,-122.118,1920,9270,Bellevue,2015,2,6
2015-04-23,400000.0,2,1.0,1010,3916.0,1.0,0,2,4,6,200,1918,0,98144,47.5728,-122.306,1580,3888,Seattle,2015,4,23
2015-02-20,246000.0,3,1.5,1630,10200.0,1.0,0,0,4,8,330,1976,0,98023,47.3155,-122.364,1960,6700,Federal Way,2015,2,20
2014-10-29,329922.0,3,1.75,1420,6289.0,1.0,0,0,3,7,320,1967,0,98155,47.7398,-122.314,1460,7402,Shoreline,2014,10,29
2015-04-14,1249000.0,5,3.25,3950,44431.0,1.0,0,0,3,10,1850,1969,0,98005,47.6451,-122.173,3860,45870,Bellevue,2015,4,14
2015-04-20,375000.0,3,1.0,1210,7425.0,1.0,0,0,4,6,0,1910,0,98133,47.7125,-122.33,1260,7425,Seattle,2015,4,20
2014-05-08,385000.0,3,1.75,1890,9920.0,1.0,0,0,3,7,660,1944,0,98125,47.7327,-122.306,1380,9086,Seattle,2014,5,8
2014-09-03,591500.0,4,2.5,1690,4080.0,1.5,0,0,4,7,550,1912,0,98117,47.6825,-122.379,1600,4590,Seattle,2014,9,3
2014-09-18,255000.0,4,2.0,2560,12155.0,1.0,0,0,4,7,1210,1960,0,98003,47.3326,-122.323,1790,11906,Federal Way,2014,9,18
2015-03-16,275000.0,3,1.5,1350,7800.0,1.0,0,0,3,7,0,1959,0,98059,47.4805,-122.158,1510,8040,Renton,2015,3,16
2014-12-29,800000.0,4,2.75,3120,5000.0,2.0,0,0,3,9,0,2010,0,98074,47.594,-122.062,3200,5000,Sammamish,2014,12,29
2015-04-25,327000.0,2,1.0,1140,7435.0,1.0,0,0,3,7,0,1952,1990,98125,47.73,-122.31,1320,9385,Seattle,2015,4,25
2014-12-30,355000.0,4,1.5,2230,11536.0,1.0,0,1,4,7,1010,1954,0,98166,47.4409,-122.348,2170,12465,Normandy Park,2014,12,30
2014-10-03,310000.0,2,1.0,1050,8220.0,1.0,0,0,4,6,270,1947,0,98155,47.7598,-122.316,1340,7651,Shoreline,2014,10,3
2014-05-19,869000.0,5,3.25,4180,49222.0,2.0,0,0,4,8,1300,1979,0,98027,47.5488,-122.094,3170,8029,Issaquah,2014,5,19
2014-08-08,272000.0,3,2.0,1200,5700.0,1.0,0,0,5,7,0,1942,0,98178,47.5031,-122.242,1190,6384,Seattle,2014,8,8
2014-07-11,665000.0,5,2.25,3320,60984.0,2.0,0,0,3,9,0,2000,0,98045,47.4862,-121.718,1580,55322,North Bend,2014,7,11
2014-11-17,225000.0,3,2.5,1590,8449.0,2.0,0,0,3,7,0,1989,0,98030,47.3493,-122.177,1750,7172,Kent,2014,11,17
2014-12-26,375000.0,3,2.5,2750,37096.0,2.0,0,0,3,9,0,1989,0,98038,47.3732,-122.023,2700,40091,Maple Valley,2014,12,26
2014-06-10,375500.0,3,1.5,1530,7200.0,1.0,0,0,3,8,0,1975,0,98155,47.7691,-122.297,2150,7216,Shoreline,2014,6,10
2015-04-02,550000.0,3,1.75,1570,6500.0,1.0,0,0,3,7,650,1948,0,98116,47.565,-122.398,1570,5750,Seattle,2015,4,2
2014-09-18,248000.0,3,1.0,1470,7680.0,1.0,0,0,3,7,250,1946,0,98106,47.5276,-122.359,1470,6784,Seattle,2014,9,18
2015-05-06,546940.0,3,1.0,1470,7680.0,1.0,0,0,3,7,250,1946,0,98106,47.5276,-122.359,1470,6784,Seattle,2015,5,6
2014-09-02,680000.0,4,3.0,3150,6175.0,2.0,0,0,3,9,0,2001,0,98075,47.5968,-122.017,3150,6986,Sammamish,2014,9,2
2014-07-18,350000.0,4,2.5,2380,6124.0,2.0,0,0,3,8,0,1997,0,98030,47.3662,-122.175,2170,6097,Kent,2014,7,18
2015-03-25,593000.0,2,2.5,2000,2500.0,3.0,0,1,3,8,190,1994,0,98116,47.5788,-122.396,1970,5650,Seattle,2015,3,25
2015-03-19,390000.0,2,1.0,1140,8147.0,1.0,0,0,3,7,0,1958,0,98125,47.7278,-122.289,1260,8148,Seattle,2015,3,19
2014-10-07,297000.0,3,1.0,1340,18000.0,1.0,0,0,4,7,0,1924,0,98070,47.4443,-122.509,1660,196591,Vashon,2014,10,7
2015-03-05,355000.0,2,1.0,1450,9150.0,1.0,0,0,4,7,0,1965,0,98188,47.4689,-122.277,1440,10636,Seatac,2015,3,5
2014-08-14,309900.0,3,2.5,2020,26670.0,2.0,0,0,3,7,0,1987,0,98003,47.2597,-122.31,1680,10939,Federal Way,2014,8,14
2014-09-24,257000.0,3,2.25,1810,12000.0,2.0,0,0,3,7,0,1992,0,98003,47.3476,-122.3,1720,9916,Federal Way,2014,9,24
2014-08-26,1698000.0,4,3.0,3600,9687.0,2.0,0,0,4,9,0,1959,1995,98004,47.6257,-122.208,2620,10400,Bellevue,2014,8,26
2015-01-13,300000.0,3,2.0,1260,2550.0,2.0,0,0,3,7,0,1987,0,98117,47.6821,-122.378,1590,3825,Seattle,2015,1,13
2014-12-17,500000.0,3,2.0,1560,1156.0,3.0,0,0,3,8,0,2014,0,98122,47.605,-122.304,1560,1728,Seattle,2014,12,17
2014-05-15,695000.0,4,3.0,3150,9130.0,2.0,0,0,3,9,0,2001,0,98075,47.5974,-122.017,2970,6228,Sammamish,2014,5,15
2014-12-18,213400.0,4,2.5,1680,6655.0,2.0,0,0,3,7,0,2001,0,98030,47.3867,-122.191,1680,6982,Kent,2014,12,18
2014-07-09,425000.0,2,1.0,1320,8830.0,1.0,0,0,3,7,300,1939,0,98199,47.6433,-122.404,1620,8531,Seattle,2014,7,9
2014-08-11,420000.0,3,3.0,2700,47050.0,2.0,0,0,4,9,1130,1986,0,98058,47.4446,-122.104,2260,45901,Renton,2014,8,11
2015-02-09,411000.0,1,1.0,1080,5000.0,1.5,0,0,3,7,0,1948,0,98199,47.6603,-122.394,1620,4000,Seattle,2015,2,9
2015-02-09,762500.0,4,2.25,3130,41382.0,2.0,0,0,3,9,0,1986,0,98053,47.6683,-122.034,3130,54886,Union Hill-Novelty Hill,2015,2,9
2014-05-27,569950.0,5,4.5,4850,40902.0,2.0,0,0,3,10,0,2001,0,98023,47.3181,-122.344,1640,13503,Federal Way,2014,5,27
2015-04-24,258000.0,4,1.0,1220,8500.0,1.5,0,0,5,6,0,1916,0,98168,47.4792,-122.277,1460,8500,Burien,2015,4,24
2015-02-24,499000.0,3,2.25,1780,3665.0,2.0,0,0,3,8,0,2004,0,98029,47.5495,-121.997,1770,3669,Issaquah,2015,2,24
2015-05-11,310000.0,3,1.0,1250,10723.0,1.0,0,0,4,7,0,1961,0,98059,47.4894,-122.135,1520,10723,Renton,2015,5,11
2014-11-03,398500.0,2,2.5,1780,1311.0,3.0,0,0,3,8,430,2005,0,98103,47.6962,-122.34,1390,1227,Seattle,2014,11,3
2014-06-13,250600.0,4,2.5,1930,8660.0,1.0,0,0,3,7,810,1981,0,98001,47.3261,-122.26,1830,9591,Auburn,2014,6,13
2014-08-12,352000.0,4,2.5,2470,6116.0,1.0,0,0,3,7,1050,1985,0,98038,47.3792,-122.047,1670,7627,Maple Valley,2014,8,12
2014-07-15,600000.0,2,1.0,1180,2160.0,1.0,0,1,3,7,240,1909,0,98119,47.6313,-122.368,2700,5400,Seattle,2014,7,15
2015-03-24,645000.0,3,1.0,2270,4182.0,1.0,0,0,4,7,1100,1946,0,98115,47.688,-122.32,1860,4080,Seattle,2015,3,24
2014-07-24,291500.0,4,2.5,1770,5000.0,2.0,0,0,3,7,0,2004,0,98038,47.3503,-122.005,2080,5100,Maple Valley,2014,7,24
2014-05-08,350000.0,4,1.75,2250,13515.0,1.0,0,0,4,8,100,1940,0,98030,47.3789,-122.229,2150,12508,Kent,2014,5,8
2014-09-19,279000.0,3,2.5,1540,7280.0,1.0,0,0,3,7,460,1974,0,98003,47.3102,-122.322,1220,6440,Federal Way,2014,9,19
2015-03-04,320000.0,2,1.0,820,5400.0,1.0,0,0,3,6,0,1940,0,98117,47.6976,-122.375,1370,5632,Seattle,2015,3,4
2015-03-10,495000.0,2,2.0,1580,5203.0,1.0,0,0,3,8,0,2004,0,98053,47.7174,-122.032,1560,4770,Union Hill-Novelty Hill,2015,3,10
2014-08-28,490000.0,4,2.5,2430,42646.0,1.0,0,0,3,7,980,1989,0,98014,47.6164,-121.953,2000,38159,Carnation,2014,8,28
2014-07-17,770000.0,5,1.5,2160,5000.0,1.5,0,2,4,8,0,1926,0,98107,47.6645,-122.36,1450,4265,Seattle,2014,7,17
2014-07-09,215000.0,3,1.75,1770,29004.0,1.0,0,0,3,8,0,1959,0,98023,47.3204,-122.364,2300,24534,Federal Way,2014,7,9
2015-03-30,665000.0,3,3.5,3580,95832.0,1.5,0,0,3,9,0,2005,0,98038,47.4239,-122.015,2880,60548,Maple Valley,2015,3,30
2014-08-19,423500.0,3,2.25,1890,7498.0,1.0,0,0,3,7,700,1987,0,98125,47.73,-122.297,1660,8100,Seattle,2014,8,19
2014-10-09,850000.0,3,3.0,1910,4800.0,1.5,0,0,3,9,0,1900,1991,98103,47.6572,-122.346,1280,1310,Seattle,2014,10,9
2014-05-13,155000.0,2,1.0,910,6232.0,1.0,0,0,3,6,0,1943,0,98118,47.5328,-122.272,1070,6232,Seattle,2014,5,13
2015-04-13,505000.0,3,2.25,1460,7210.0,1.0,0,0,3,7,0,1963,0,98008,47.6316,-122.119,1850,7519,Bellevue,2015,4,13
2015-02-27,780000.0,3,3.5,3310,5558.0,2.0,0,0,3,9,0,2005,0,98029,47.5553,-122.003,3310,5270,Issaquah,2015,2,27
2014-08-25,165000.0,3,1.5,1630,22764.0,1.0,0,0,3,7,0,1970,0,98032,47.3611,-122.293,1620,17859,Auburn,2014,8,25
2014-08-28,707000.0,2,2.5,2130,5001.0,1.0,0,0,5,8,800,1972,0,98199,47.6573,-122.399,1750,6000,Seattle,2014,8,28
2015-05-01,497000.0,3,2.5,1220,1475.0,3.0,0,0,3,8,0,2000,0,98117,47.6909,-122.395,1220,1546,Seattle,2015,5,1
2014-11-05,349170.0,4,1.75,1670,8856.0,1.0,0,2,3,7,600,1955,0,98178,47.5056,-122.251,1660,8088,Seattle,2014,11,5
2015-01-02,287000.0,4,1.5,1300,10050.0,1.5,0,0,3,7,0,1963,0,98059,47.4899,-122.116,1730,10050,Renton,2015,1,2
2014-11-19,2375000.0,4,2.5,3220,20251.0,1.0,0,0,3,10,0,1969,0,98006,47.5692,-122.192,4200,22114,Bellevue,2014,11,19
2014-06-02,645000.0,4,2.5,2430,14400.0,1.0,0,0,5,8,760,1963,0,98007,47.6202,-122.138,2140,9048,Bellevue,2014,6,2
2014-10-16,238000.0,5,2.25,2240,9652.0,2.0,0,0,3,7,0,1990,0,98055,47.4249,-122.211,2180,11644,Renton,2014,10,16
2015-02-13,328000.0,5,2.25,2240,9652.0,2.0,0,0,3,7,0,1990,0,98055,47.4249,-122.211,2180,11644,Renton,2015,2,13
2014-11-03,365000.0,2,1.5,790,1123.0,2.0,0,0,3,8,90,2003,0,98119,47.651,-122.368,1370,1281,Seattle,2014,11,3
2015-03-17,380000.0,3,1.0,1380,8147.0,1.0,0,0,4,7,0,1948,0,98155,47.7407,-122.3,1360,8147,Shoreline,2015,3,17
2015-03-10,525000.0,4,1.5,1680,10500.0,2.0,0,0,3,7,0,1962,0,98033,47.6806,-122.166,1830,10264,Kirkland,2015,3,10
2014-06-25,402000.0,4,2.25,2000,3672.0,2.0,0,0,5,7,350,1926,0,98117,47.6769,-122.383,2000,5100,Seattle,2014,6,25
2015-04-24,308000.0,2,1.0,1680,9250.0,1.0,0,0,3,7,820,1969,0,98072,47.7618,-122.162,1590,9542,Woodinville,2015,4,24
2014-10-09,405000.0,3,2.5,1960,6997.0,2.0,0,0,3,7,0,2006,0,98065,47.5415,-121.887,2320,5178,Snoqualmie,2014,10,9
2014-09-23,808000.0,3,1.75,2590,32380.0,1.0,0,0,3,8,0,1951,1994,98177,47.7539,-122.37,2340,28456,Seattle,2014,9,23
2015-02-10,875000.0,4,3.5,3790,6874.0,2.5,0,0,3,9,0,2010,0,98053,47.6956,-122.022,3370,6535,Union Hill-Novelty Hill,2015,2,10
2015-03-19,860000.0,3,2.5,2370,55321.0,3.0,0,0,4,8,0,1982,0,98074,47.6148,-122.057,2590,41553,Sammamish,2015,3,19
2014-08-11,367500.0,4,2.25,1930,7925.0,1.0,0,0,3,8,630,1960,0,98155,47.7626,-122.312,1930,7200,Shoreline,2014,8,11
2014-08-05,604000.0,6,3.5,2580,13572.0,1.0,0,0,3,8,1290,1987,0,98052,47.6796,-122.113,2020,11656,Redmond,2014,8,5
2015-02-04,230000.0,2,0.75,890,19703.0,1.0,0,0,3,6,0,1934,0,98045,47.4922,-121.783,1270,9800,North Bend,2015,2,4
2014-12-17,435000.0,4,2.75,2160,8148.0,1.0,0,0,3,7,750,1978,0,98125,47.7261,-122.306,2060,8100,Seattle,2014,12,17
2014-10-10,347500.0,4,2.5,1970,7098.0,2.0,0,0,3,7,0,2007,0,98038,47.3576,-122.058,1970,5361,Maple Valley,2014,10,10
2015-03-18,525000.0,4,1.75,1570,16697.0,1.0,0,2,3,7,540,1981,0,98052,47.67100000000001,-122.135,1560,9698,Redmond,2015,3,18
2014-06-03,280000.0,2,1.5,1480,15641.0,1.0,0,0,4,7,0,1940,0,98146,47.5008,-122.366,1520,7525,Seattle,2014,6,3
2015-02-05,490000.0,2,1.5,1480,15641.0,1.0,0,0,4,7,0,1940,0,98146,47.5008,-122.366,1520,7525,Seattle,2015,2,5
2015-03-23,265000.0,4,1.75,1430,5490.0,1.0,0,0,5,6,0,1942,0,98056,47.494,-122.184,1030,5900,Newcastle,2015,3,23
2014-09-02,645000.0,4,2.25,2720,18295.0,1.0,0,0,4,8,720,1979,0,98075,47.5851,-122.073,2720,18295,Sammamish,2014,9,2
2015-04-27,390000.0,3,2.25,2420,31497.0,1.0,0,0,4,8,670,1964,0,98058,47.4422,-122.151,2040,30472,Renton,2015,4,27
2015-04-17,267500.0,3,2.5,1400,7629.0,1.0,0,0,3,7,280,1988,0,98030,47.3788,-122.179,1530,7688,Kent,2015,4,17
2014-12-17,1275000.0,4,3.5,5844,10766.0,2.0,0,1,3,11,0,2007,0,98023,47.3293,-122.364,3413,10766,Federal Way,2014,12,17
2014-05-06,404000.0,4,1.75,1840,10720.0,1.0,0,0,3,7,880,1958,0,98008,47.6074,-122.125,1840,9044,Bellevue,2014,5,6
2015-04-29,380000.0,3,2.25,2530,12042.0,2.0,0,0,3,8,0,1989,0,98042,47.3742,-122.125,2480,10172,Covington,2015,4,29
2014-08-08,812500.0,4,2.75,2810,10300.0,1.0,0,0,4,9,1000,1978,0,98006,47.5626,-122.149,2710,9900,Bellevue,2014,8,8
2014-07-03,265000.0,3,1.0,1020,8610.0,1.0,0,0,5,7,0,1959,0,98056,47.4974,-122.169,1070,5940,Newcastle,2014,7,3
2014-07-09,480000.0,5,2.75,2550,7725.0,1.0,0,0,5,8,1160,1967,0,98056,47.5388,-122.171,2450,7725,Newcastle,2014,7,9
2014-09-16,264000.0,1,1.0,710,4725.0,1.0,0,0,3,6,0,1939,0,98133,47.7328,-122.34,900,5250,Seattle,2014,9,16
2015-04-23,1350000.0,5,3.0,5530,38816.0,1.5,0,2,3,10,0,1969,1994,98072,47.7352,-122.116,3800,44417,Woodinville,2015,4,23
2014-07-09,550000.0,4,1.75,2150,9000.0,1.0,0,0,4,7,1040,1966,0,98052,47.6812,-122.113,2040,9000,Redmond,2014,7,9
2015-05-04,615000.0,2,1.5,880,2400.0,1.5,0,0,3,7,0,1929,0,98122,47.6144,-122.295,1220,4440,Seattle,2015,5,4
2014-05-19,464000.0,3,1.75,1630,28600.0,1.0,0,0,3,8,0,1967,0,98072,47.7742,-122.14,2260,26000,Woodinville,2014,5,19
2014-07-16,365000.0,3,1.0,1380,30940.0,2.0,0,0,3,8,0,1976,0,98042,47.334,-122.106,2350,32500,Covington,2014,7,16
2014-07-15,490000.0,4,2.25,2800,10800.0,1.0,0,0,3,8,1120,1977,0,98011,47.7448,-122.177,2260,9800,Bothell,2014,7,15
2014-06-26,280927.0,4,2.25,2070,7350.0,2.0,0,0,4,8,0,1977,0,98032,47.3615,-122.274,2080,7210,Auburn,2014,6,26
2014-05-16,282613.0,2,1.0,830,6017.0,1.0,0,0,4,6,0,1954,0,98133,47.7466,-122.334,1340,6040,Seattle,2014,5,16
2014-10-23,675000.0,3,2.25,2770,15886.0,2.0,0,0,3,10,0,1982,0,98177,47.7464,-122.362,3290,15886,Seattle,2014,10,23
2014-05-18,575550.0,4,2.5,2060,7475.0,1.0,0,0,3,8,620,1985,0,98052,47.7272,-122.105,2280,8396,Redmond,2014,5,18
2014-05-20,259900.0,3,2.0,1490,7770.0,1.0,0,0,4,7,0,1990,0,98042,47.3686,-122.09,1540,7366,Covington,2014,5,20
2014-12-09,450000.0,4,2.25,2120,8267.0,2.0,0,0,3,8,0,1996,0,98045,47.4885,-121.779,2150,7746,North Bend,2014,12,9
2014-07-29,487500.0,4,2.5,2810,6296.0,2.0,0,0,3,9,0,2013,0,98059,47.5019,-122.151,2850,6140,Renton,2014,7,29
2015-01-28,275000.0,4,2.25,2400,17842.0,2.0,0,0,4,7,0,1973,0,98002,47.2866,-122.217,1610,12100,Auburn,2015,1,28
2014-08-11,305000.0,3,2.5,2460,5027.0,2.0,0,0,3,8,0,2002,0,98042,47.372,-122.102,2740,5000,Covington,2014,8,11
2014-10-10,395000.0,3,1.75,2030,217800.0,1.0,0,2,4,8,0,1977,0,98092,47.2618,-122.12,2570,216057,Auburn,2014,10,10
2015-04-22,215000.0,3,1.0,880,7648.0,1.0,0,2,4,6,0,1940,0,98022,47.1963,-121.997,1020,7566,Enumclaw,2015,4,22
2014-07-08,410000.0,3,2.0,1320,6000.0,1.5,0,0,4,7,0,1920,0,98144,47.5752,-122.304,1620,4000,Seattle,2014,7,8
2014-06-26,440000.0,4,2.5,2160,7826.0,1.0,0,0,4,7,770,1976,0,98155,47.7754,-122.276,2190,9900,Shoreline,2014,6,26
2014-08-29,1160000.0,4,3.5,4190,15724.0,2.0,0,2,3,11,0,1994,0,98027,47.5518,-122.096,3300,10113,Issaquah,2014,8,29
2014-11-25,500000.0,4,2.0,2280,7200.0,1.0,0,0,4,7,0,1956,0,98133,47.7132,-122.355,1100,7620,Seattle,2014,11,25
2014-11-20,961000.0,5,2.75,2590,6120.0,2.0,0,0,3,8,0,1909,0,98105,47.6667,-122.327,1390,3060,Seattle,2014,11,20
2014-07-24,825000.0,4,2.25,2770,9340.0,2.0,0,0,4,9,0,1979,0,98027,47.5628,-122.081,3010,9340,Issaquah,2014,7,24
2014-11-03,734000.0,3,1.75,2145,3840.0,1.5,0,0,5,8,0,1910,0,98103,47.6875,-122.357,1140,3840,Seattle,2014,11,3
2014-10-02,490000.0,4,4.25,4480,5715.0,2.0,0,0,3,7,800,2003,0,98030,47.37300000000001,-122.179,2190,6070,Kent,2014,10,2
2014-07-02,175000.0,4,2.5,1780,6000.0,2.0,0,0,3,7,0,1991,0,98198,47.3828,-122.302,1630,6000,Des Moines,2014,7,2
2014-06-18,190000.0,1,1.0,720,4800.0,1.0,0,0,3,6,0,1914,0,98118,47.5303,-122.27,1240,4860,Seattle,2014,6,18
2014-08-12,305000.0,4,2.25,2050,12581.0,2.0,0,0,4,7,0,1978,0,98002,47.3215,-122.204,1620,7400,Auburn,2014,8,12
2015-03-16,1300000.0,3,1.0,2040,7936.0,1.0,0,3,5,8,360,1940,0,98177,47.7028,-122.385,2300,10080,Seattle,2015,3,16
2014-06-09,417000.0,2,1.0,920,6600.0,1.0,0,0,3,6,0,1919,2003,98118,47.5452,-122.27,1510,5944,Seattle,2014,6,9
